,Label,Sub-Label,Book titles,Song titles,Movies titles
86,Relatoinship issues,Difficulty moving on,"""The Shadow of the Wind"" by Carlos Ruiz Zafón","""I'm Not In Love"" by 10cc",
87,Relatoinship issues,Communication issues,"""The Rosie Project"" by Graeme Simsion","""Misunderstood"" by Bon Jovi",Lost in Translation (2003)
88,Relatoinship issues,Communication issues,"""Eleanor Oliphant Is Completely Fine"" by Gail Honeyman","""Ironic"" by Alanis Morissette",The Dilemma (2011)
89,Relatoinship issues,Communication issues,"""Normal People"" by Sally Rooney","""Say Something"" by Justin Timberlake ft. Chris Stapleton",Liar Liar (1997)
90,Relatoinship issues,Communication issues,"""The Catcher in the Rye"" by J.D. Salinger","""Don't Speak"" by No Doubt",Knocked Up (2007)
91,Relatoinship issues,Communication issues,"""The Glass Castle"" by Jeannette Walls","""Hello"" by Adele",The Story of Us (1999)
92,Relatoinship issues,Communication issues,"""The Curious Incident of the Dog in the Night-Time"" by Mark Haddon","""Communication Breakdown"" by Led Zeppelin",
93,Relatoinship issues,Cheating ,"""The Girl on the Train"" by Paula Hawkins","""Jolene"" by Dolly Parton",Eyes Wide Shut (1999)
94,Relatoinship issues,Cheating ,"""The Unbearable Lightness of Being"" by Milan Kundera","""Before He Cheats"" by Carrie Underwood",The Bridges of Madison County (1995)
95,Relatoinship issues,Cheating ,"""The Affair"" by Colette Freedman","""I Will Always Love You"" by Whitney Houston",The Descendants (2011)
96,Relatoinship issues,Cheating ,"""Choke"" by Chuck Palahniuk","""Lips of an Angel"" by Hinder",Match Point (2005)
97,Relatoinship issues,Cheating ,"""The Silent Wife"" by A.S.A. Harrison","""You're Cheatin' Heart"" by Hank Williams",Chloe (2009)
98,Relatoinship issues,Cheating ,"""Tess of the d'Urbervilles"" by Thomas Hardy","""Don't Speak"" by No Doubt",
99,Relatoinship issues,Money issues,"""Rich Dad Poor Dad"" by Robert T. Kiyosaki","""Bills, Bills, Bills"" by Destiny's Child",Wall Street (1987)
100,Relatoinship issues,Money issues,"""The Millionaire Next Door"" by Thomas J. Stanley and William D. Danko","""Money"" by Pink Floyd",The Pursuit of Happyness (2006)
101,Relatoinship issues,Money issues,"""The Great Gatsby"" by F. Scott Fitzgerald","""Can't Buy Me Love"" by The Beatles",Parasite (2019)
102,Relatoinship issues,Money issues,"""The Financial Diet: A Total Beginner's Guide to Getting Good with Money"" by Chelsea Fagan","""Gold Digger"" by Kanye West ft. Jamie Foxx",The Big Short (2015)
103,Relatoinship issues,Money issues,"""Nudge: Improving Decisions About Health, Wealth, and Happiness"" by Richard H. Thaler and Cass R. Sunstein","""Take the Money and Run"" by Steve Miller Band",Slumdog Millionaire (2008)
104,Relatoinship issues,Money issues,"""The Richest Man in Babylon"" by George S. Clason",,
0,Geriatric issues,Medication management (financial issues),"""Crisis of Control: How Artificial SuperIntelligences May Destroy or Save the Human Race"" by Adam Kahane","""The Drugs Don't Work"" by The Verve","""Dallas Buyers Club"" (2013)"
1,Geriatric issues,Oncology,"""The Emperor of All Maladies: A Biography of Cancer"" by Siddhartha Mukherjee","""Fix You"" by Coldplay","""The Fault in Our Stars"" (2014)"
2,Geriatric issues,Oncology,"""When Breath Becomes Air"" by Paul Kalanithi","""Cancer"" by My Chemical Romance -","""My Life Without Me"" (2003)"
3,Geriatric issues,Oncology,"""The Last Lecture"" by Randy Pausch","""Live Like You Were Dying"" by Tim McGraw","""50/50"" (2011)"
4,Geriatric issues,Oncology,"""Everything Happens for a Reason: And Other Lies I've Loved"" by Kate Bowler",,
5,Geriatric issues,Oncology,"""Cancer Ward"" by Aleksandr Solzhenitsyn",,
6,Geriatric issues,survivorship guilt,"""The Road"" by Cormac McCarthy","""Survivor"" by Destiny's Child","""The Deer Hunter"" (1978)"
7,Geriatric issues,survivorship guilt,"""A Little Life"" by Hanya Yanagihara","""The Night We Met"" by Lord Huron","""The Impossible"" (2012)"
8,Geriatric issues,survivorship guilt,"""The Naked and the Dead"" by Norman Mailer","""I'm Still Standing"" by Elton John","""Rabbit Hole"" (2010)"
9,Geriatric issues,survivorship guilt,"""The Things They Carried"" by Tim O'Brien","""One"" by U2","""The Grey"" (2011) -"
10,Geriatric issues,survivorship guilt,"""Unbroken: A World War II Story of Survival, Resilience, and Redemption"" by Laura Hillenbrand","""Boulevard of Broken Dreams"" by Green Day","""Extremely Loud & Incredibly Close"" (2011)"
11,Geriatric issues,"The onset of Alzheimer’s, dementia","""The Things We Keep"" by Sally Hepworth","""The Living Years"" by Mike + The Mechanics","""Still Alice"" (2014) -"
12,Geriatric issues,"The onset of Alzheimer’s, dementia","""Elizabeth Is Missing"" by Emma Healey","""No One Is Alone"" from the musical ""Into the Woods""","""Away from Her"" (2006)"
13,Geriatric issues,"The onset of Alzheimer’s, dementia","""We Are Not Ourselves"" by Matthew Thomas","""When I'm Sixty-Four"" by The Beatles","""The Notebook"" (2004)"
14,Geriatric issues,"The onset of Alzheimer’s, dementia","""Remember Me?"" by Sophie Kinsella","""Stan"" by Eminem",
15,Geriatric issues,"The onset of Alzheimer’s, dementia","""Turn of Mind"" by Alice LaPlante","""Hurt"" by Johnny Cash",
16,Geriatric issues,"The onset of Alzheimer’s, dementia",,"""Welcome to the Black Parade"" by My Chemical Romance",
17,Geriatric issues,PTSD/Trauma,"""The Things They Carried"" by Tim O'Brien","""Stan"" by Eminem","""American Sniper"" (2014)"
18,Geriatric issues,PTSD/Trauma,"""The Yellow Birds"" by Kevin Powers","""Hurt"" by Johnny Cash","""The Deer Hunter"" (1978)"
19,Geriatric issues,PTSD/Trauma,"""Speak"" by Laurie Halse Anderson -","""Welcome to the Black Parade"" by My Chemical Romance","""Saving Private Ryan"" (1998)"
20,Geriatric issues,PTSD/Trauma,"""Regeneration"" by Pat Barker",,
21,Geriatric issues,PTSD/Trauma,"""Flashback"" by Shannon Messenger",,
22,Geriatric issues,"Quality of life/ assistance with ADL/ assistive tech/devices- (acceptances, legal attributes, support systems)","""Unseen: Unpublished Black History from the New York Times Photo Archives"" by Darcy Eveleigh, Dana Canedy, Damien Cave, and Rachel L. Swarns","""I'm Still Standing"" by Elton John","""The Intouchables"" (2011) -"
23,Geriatric issues,"Quality of life/ assistance with ADL/ assistive tech/devices- (acceptances, legal attributes, support systems)","""Left Neglected"" by Lisa Genova","""Try"" by Pink","""The Fundamentals of Caring"" (2016)"
24,Geriatric issues,"Quality of life/ assistance with ADL/ assistive tech/devices- (acceptances, legal attributes, support systems)","""Born on a Blue Day: Inside the Extraordinary Mind of an Autistic Savant"" by Daniel Tammet","""Lean On Me"" by Bill Withers","""Me Before You"" (2016)"
25,Geriatric issues,"Quality of life/ assistance with ADL/ assistive tech/devices- (acceptances, legal attributes, support systems)","""The Diving Bell and the Butterfly"" by Jean-Dominique Bauby","""Fix You"" by Coldplay -","""Marathon"" (2005)"
26,Geriatric issues,"Quality of life/ assistance with ADL/ assistive tech/devices- (acceptances, legal attributes, support systems)","""A Leg to Stand On"" by Oliver Sacks",,"""The Diving Bell and the Butterfly"" (2007)"
27,Geriatric issues,Fear of death,"""The Death of Ivan Ilyich"" by Leo Tolstoy","""Knocking on Heaven's Door"" by Bob Dylan","""The Sixth Sense"" (1999)"
28,Geriatric issues,Fear of death,"""Tuesdays with Morrie"" by Mitch Albom","""Live Like You Were Dying"" by Tim McGraw -","""The Bucket List"" (2007) -"
29,Geriatric issues,Fear of death,"""The Book Thief"" by Markus Zusak","""Hurt"" by Nine Inch Nails (covered by Johnny Cash)","""The Death and Life of John F. Donovan"" (2018)"
30,Geriatric issues,"Discomfort with the Aging process (beauty, stamina, etc)","""The Summer Before the War"" by Helen Simonson","""Vienna"" by Billy Joel -","""The Age of Adaline"" (2015)"
31,Geriatric issues,"Discomfort with the Aging process (beauty, stamina, etc)","""A Man Called Ove"" by Fredrik Backman -","""Changes"" by David Bowie","""Clouds of Sils Maria"" (2014) -"
32,Geriatric issues,"Discomfort with the Aging process (beauty, stamina, etc)","""Fear of Dying"" by Erica Jong -","""When I'm Sixty-Four"" by The Beatles","""Something's Gotta Give"" (2003) -"
33,Geriatric issues,"Discomfort with the Aging process (beauty, stamina, etc)","""The Unlikely Pilgrimage of Harold Fry"" by Rachel Joyce","""Time"" by Pink Floyd","""The Best Exotic Marigold Hotel"" (2011) -"
34,Geriatric issues,"Discomfort with the Aging process (beauty, stamina, etc)","""The Secret Diary of Hendrik Groen, 83 ¼ Years Old"" by Hendrik Groen -","""Wake Me Up When September Ends"" by Green Day","""Youth"" (2015)"
35,Geriatric issues,Not having enough time,"""The Time Traveler's Wife"" by Audrey Niffenegger","""Time"" by Pink Floyd","""In Time"" (2011)"
36,Geriatric issues,Not having enough time,"""Before I Fall"" by Lauren Oliver","""Time After Time"" by Cyndi Lauper","""Click"" (2006)"
37,Geriatric issues,Not having enough time,"""The Thief of Time: Philosophical Essays on Procrastination"" edited by Chrisoula Andreou and Mark D. White","""100 Years"" by Five for Fighting","""About Time"" (2013)"
38,Geriatric issues,Regret and guilt for life decisions,"""The Picture of Dorian Gray"" by Oscar Wilde","""The Night We Met"" by Lord Huron -","""Eternal Sunshine of the Spotless Mind"" (2004)"
39,Geriatric issues,Regret and guilt for life decisions,"""A Little Life"" by Hanya Yanagihara","""Yesterday"" by The Beatles","""Requiem for a Dream"" (2000)"
40,Geriatric issues,Regret and guilt for life decisions,"""The Kite Runner"" by Khaled Hosseini",,"""Atonement"" (2007) -"
41,Geriatric issues,Loneliness,"""The Catcher in the Rye"" by J.D. Salinger","""Eleanor Rigby"" by The Beatles","""Into the Wild"" (2007)"
42,Geriatric issues,Loneliness,"""One Hundred Years of Solitude"" by Gabriel García Márquez","""Lonely"" by Akon","""Lost in Translation"" (2003)"
43,Geriatric issues,Loneliness,"""The Stranger"" by Albert Camus","""All by Myself"" by Eric Carmen -",
44,Geriatric issues,Chronic pain management,"""Sick: A Memoir"" by Porochista Khakpour","""Stronger"" by Kanye West","""Cake"" (2014)"
45,Geriatric issues,Chronic pain management,"""The Body in Pain: The Making and Unmaking of the World"" by Elaine Scarry",,"""The Machinist"" (2004)"
46,Geriatric issues,Depression,"""The Bell Jar"" by Sylvia Plath","""Boulevard of Broken Dreams"" by Green Day","""Eternal Sunshine of the Spotless Mind"" (2004)"
47,Geriatric issues,Depression,"""The Perks of Being a Wallflower"" by Stephen Chbosky","""Mad World"" by Tears for Fears","""Silver Linings Playbook"" (2012)"
48,Geriatric issues,Depression,"""Reasons to Stay Alive"" by Matt Haig",,"""Prozac Nation"" (2001)"
49,Geriatric issues,Insomnia,"""Insomnia"" by Stephen King","""Counting Stars"" by OneRepublic","""Insomnia"" (2002)"
50,Geriatric issues,Insomnia,"""The Metamorphosis"" by Franz Kafka -","""Can't Sleep Love"" by Pentatonix","""Fight Club"" (1999)"
51,Geriatric issues,Insomnia,"""The Big Sleep"" by Raymond Chandler","""No Sleep"" by Wiz Khalifa -","""One Hour Photo"" (2002)"
0,Social issues,Religion,Mere Christianity by C.S. Lewis,Imagine by John Lennon,The Passion of the Christ (2004)
1,Social issues,Religion,The Quran,Hallelujah by Leonard Cohen,The Ten Commandments (1956)
2,Social issues,Religion,The Torah,Spirit in the Sky by Norman Greenbaum,Noah (2014)
3,Social issues,Religion,The Dhammapada,I Still Haven't Found What I'm Looking For by U2,The Shack (2017)
4,Social issues,Religion,Bhagavad Gita,Like a Prayer by Madonna,Prince of Egypt (1998)
5,Social issues,Religion,Tao Te Ching by Lao Tzu -,,
6,Social issues,Status,"""Pride and Prejudice"" by Jane Austen",Material Girl by Madonna,The Great Gatsby (2013)
7,Social issues,Status,"""The Great Gatsby"" by F. Scott Fitzgerald",Royals by Lorde,Crazy Rich Asians (2018)
8,Social issues,Status,"""Beloved"" by Toni Morrison -",Money by Pink Floyd,Parasite (2019)
9,Social issues,Status,"""Oliver Twist"" by Charles Dickens -",Billionaire by Travie McCoy ft. Bruno Mars -,The Social Network (2010)
10,Social issues,Status,"""The Kite Runner"" by Khaled Hosseini -",Common People by Pulp,Slumdog Millionaire (2008)
11,Social issues,Money,"""The Great Gatsby"" by F. Scott Fitzgerald ",Money by Pink Floyd,Wall Street (1987) -
12,Social issues,Money,"""The Millionaire Next Door: The Surprising Secrets of America's Wealthy"" by Thomas J. Stanley and William D. Danko",Gold Digger by Kanye West ft. Jamie Foxx,The Wolf of Wall Street (2013)
13,Social issues,Money,"""Money: A Suicide Note"" by Martin Amis",Can't Buy Me Love by The Beatles -,Boiler Room (2000) -
14,Social issues,Money,"""Rich Dad Poor Dad"" by Robert T. Kiyosaki",Mo Money Mo Problems by The Notorious B.I.G. ft. Puff Daddy & Mase,Jerry Maguire (1996)
15,Social issues,Money,"""Capital in the Twenty-First Century"" by Thomas Piketty","If I Were a Rich Man from ""Fiddler on the Roof""",The Big Short (2015)
16,Social issues,Achievement,"""Grit: The Power of Passion and Perseverance"" by Angela Duckworth","""Eye of the Tiger"" by Survivor","""The Pursuit of Happyness"" (2006)"
17,Social issues,Achievement,"""Outliers: The Story of Success"" by Malcolm Gladwell","""Stronger"" by Kanye West","""Rocky"" (1976)"
18,Social issues,Achievement,"Peak: Secrets from the New Science of Expertise"" by Anders Ericsson and Robert Pool -","""Unstoppable"" by Sia","""Rudy"" (1993)"
19,Social issues,Achievement,"""Smarter Faster Better: The Secrets of Being Productive in Life and Business"" by Charles Duhigg","""Roar"" by Katy Perry -","""The Imitation Game"" (2014)"
20,Social issues,Achievement,"""Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!"" by Tony Robbins","""Gonna Fly Now"" by Bill Conti","""The Theory of Everything"" (2014)"
21,Social issues,Linguistic ability,"""The Language Instinct: How the Mind Creates Language"" by Steven Pinker","""Words"" by Bee Gees","""The Miracle Worker"" (1962) -"
22,Social issues,Linguistic ability,"""The Mother Tongue: English and How It Got That Way"" by Bill Bryson","""Talk"" by Coldplay","""Arrival"" (2016) -"
23,Social issues,Linguistic ability,"""Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation"" by Lynne Truss -","""Read My Mind"" by The Killers","""The Linguists"" (2008)"
24,Social issues,Linguistic ability,"""The Wordy Shipmates"" by Sarah Vowell","""Message in a Bottle"" by The Police","""Babel"" (2006)"
25,Social issues,Linguistic ability,"""The Professor and the Madman: A Tale of Murder, Insanity, and the Making of the Oxford English Dictionary"" by Simon Winchester","""Talk to Me"" by Stevie Nicks","""Taare Zameen Par"" (2007)"
26,Social issues,Queer,"""Giovanni's Room"" by James Baldwin","""Born This Way"" by Lady Gaga","""Brokeback Mountain"" (2005)"
27,Social issues,Queer,"""The Picture of Dorian Gray"" by Oscar Wilde","""I Want to Break Free"" by Queen","""Moonlight"" (2016)"
28,Social issues,Queer,"""Fun Home: A Family Tragicomic"" by Alison Bechdel","""Same Love"" by Macklemore & Ryan Lewis ft. Mary Lambert","""Carol"" (2015)"
29,Social issues,Queer,"""Less"" by Andrew Sean Greer","""Take Me to Church"" by Hozier","""Love, Simon"" (2018)"
30,Social issues,Queer,"""Red, White & Royal Blue"" by Casey McQuiston","""True Colors"" by Cyndi Lauper","""Pride"" (2014)"
31,Social issues,Ableism,"""Wonder"" by R.J. Palacio","""Let It Go"" by Tenth Avenue North","""The Miracle Worker"" (1962)"
32,Social issues,Ableism,"""My Name is Not Easy"" by Debby Dahl Edwardson","""Just Stand Up!"" by Various Artists","""My Left Foot"" (1989)"
33,Social issues,Ableism,"""Blindness"" by José Saramago","""Keep Ya Head Up"" by Tupac","""The Theory of Everything"" (2014)"
34,Social issues,Ableism,"""The Boy in the Moon: A Father's Search for His Disabled Son"" by Ian Brown","""Scars to Your Beautiful"" by Alessia Cara","""A Beautiful Mind"" (2001)"
35,Social issues,Ableism,"""Disability Visibility: First-Person Stories from the Twenty-First Century"" edited by Alice Wong","""Not Afraid"" by Eminem","""Wonder"" (2017)"
36,Social issues,racism,"""The Color Purple"" by Alice Walker","""This Land"" by Gary Clark Jr.","""To Kill a Mockingbird"" (1962)"
37,Social issues,racism,"""Between the World and Me"" by Ta-Nehisi Coates","""Formation"" by Beyoncé","""12 Years a Slave"" (2013)"
38,Social issues,racism,"""The Hate U Give"" by Angie Thomas","""Where Is the Love?"" by The Black Eyed Peas","""12 Years a Slave"" (2013)"
39,Social issues,racism,"""Go Tell It on the Mountain"" by James Baldwin","""Black Man in a White World"" by Michael Kiwanuka","""American History X"" (1998)"
40,Social issues,racism,"""The New Jim Crow: Mass Incarceration in the Age of Colorblindness"" by Michelle Alexander","""Strange Fruit"" by Billie Holiday","""The Hate U Give"" (2018)"
41,Social issues,Caste,"""Joothan: An Untouchable's Life"" by Omprakash Valmiki","""Bappa"" by Anand Shinde","""Article 15"" (2019)"
42,Social issues,Caste,"""Annihilation of Caste"" by B.R. Ambedkar","""Aila Re"" by Shankar Mahadevan",SAIRAT 2016
43,Social issues,Caste,"""Ants Among Elephants: An Untouchable Family and the Making of Modern India"" by Sujatha Gidla","""Dalitancha Raja"" by Kunal Ganjawala","""Fandry"" (2013)"
44,Social issues,Caste,"""The God of Small Things"" by Arundhati Roy","""Caste"" by Prem Joshua","""Aarakshan"" (2011)"
45,Social issues,Caste,"""Castes of Mind: Colonialism and the Making of Modern India"" by Nicholas B. Dirks","""Patakha Guddi"" by A.R. Rahman -","""Nagraj Manjule"" (2016)"
46,Social issues,personal space,"""Boundaries: When to Say Yes, How to Say No to Take Control of Your Life"" by Dr. Henry Cloud and Dr. John Townsend","""Leave Me Alone"" by Michael Jackson -","""Four Rooms"" (1995)"
47,Social issues,personal space,"""My Year of Rest and Relaxation"" by Ottessa Moshfegh","""In the Closet"" by Michael Jackson","""Step Brothers"" (2008)"
48,Social issues,personal space,,"""My Humps"" by The Black Eyed Peas -",
49,Social issues,personal space,,"""Don't Stand So Close to Me"" by The Police -",
50,Social issues,social anxiety,"""Fangirl"" by Rainbow Rowell","""Breathe (2 AM)"" by Anna Nalick","""Anxietyville"" (2018) -"
51,Social issues,social anxiety,,"""Breathe Me"" by Sia","""Welcome to the Dollhouse"" (1995) -"
52,Social issues,social anxiety,,"""Shy"" by Jai Waetford","""Perks of Being a Wallflower"" (2012)"
53,Social issues,social anxiety,,"""People Help the People"" by Birdy","""Mary and Max"" (2009)"
54,Social issues,avoidant behavior,"""The Stranger"" by Albert Camus -","""Boulevard of Broken Dreams"" by Green Day","""Lost in Translation"" (2003"
55,Social issues,avoidant behavior,"""One Flew Over the Cuckoo's Nest"" by Ken Kesey","""Chasing Cars"" by Snow Patrol -",
56,Social issues,avoidant behavior,"""The Catcher in the Rye"" by J.D. Salinger -",,
57,Social issues,noise/being loud,"""White Noise"" by Don DeLillo","""Loud Places"" by Jamie xx ft. Romy","""Whiplash"" (2014)"
58,Social issues,noise/being loud,"""Sound: A Memoir of Hearing Lost and Found"" by Bella Bathurst","""Don't Stop Believin'"" by Journey","""A Quiet Place"" (2018)"
59,Social issues,noise/being loud,"""The Noise of Time"" by Julian Barnes",,
60,Social issues,personal boundaries,"""Boundaries: When to Say Yes, How to Say No to Take Control of Your Life"" by Dr. Henry Cloud and Dr. John Townsend","""No"" by Meghan Trainor","""Fatal Attraction"" (1987) -"
61,Social issues,personal boundaries,"""The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are"" by Brené Brown","""Boundaries"" by Leela James","""The Pursuit of Happyness"" (2006) -"
62,Social issues,personal boundaries,"""The Glass Castle"" by Jeannette Walls",,
63,Social issues,personal boundaries,"""Where the Crawdads Sing"" by Delia Owens",,
64,Social issues, stealing,"""Oliver Twist"" by Charles Dickens","""Lola"" by The Kinks",Inside Man (2006)
65,Social issues, stealing,"""The Book Thief"" by Markus Zusak","""Material Girl"" by Madonna",Now You See Me (2013)
66,Social issues, stealing,,"""Thieves"" by Ministry",Heat (1995)
67,Social issues, stealing,,"""Folsom Prison Blues"" by Johnny Cash -",The Italian Job (2003)
68,Social issues, stealing,,,Ocean's Eleven (2001)
69,Social issues,resources,"""The Lorax"" by Dr. Seuss","""Big Yellow Taxi"" by Joni Mitchell -",
70,Social issues,resources,"""The Water Knife"" by Paolo Bacigalupi","""Diamonds"" by Rihanna -",
71,Social issues,resources,"""The Silent Spring"" by Rachel Carson","""Rich Girl"" by Hall & Oates",
72,Social issues,resources,"""The Lorax"" by Dr. Seuss",,
73,Social issues, issues with guests,"""The Nest"" by Cynthia D'Aprix Sweeney -",,
74,Social issues, issues with guests,"""The Perfect Guest"" by Emma Rous",,
75,Social issues, issues with guests,"""The Uninvited Guests"" by Sadie Jones",,
76,Social issues,  LGBTQIA+,"""Giovanni's Room"" by James Baldwin","""Born This Way"" by Lady Gaga","Brokeback Mountain"" (2005) -"
77,Social issues,  LGBTQIA+,"""Orlando"" by Virginia Woolf","""Same Love"" by Macklemore & Ryan Lewis ft. Mary Lambert","""Moonlight"" (2016)"
78,Social issues,  LGBTQIA+,,"""Girls Like Girls"" by Hayley Kiyoko","""Love, Simon"" (2018)"
79,Social issues,  LGBTQIA+,,"""She"" by Dodie -","""Pride"" (2014)"
80,Social issues,cleanliness,"""The Life-Changing Magic of Tidying Up"" by Marie Kondo","""Clean"" by Taylor Swift",
81,Social issues,cleanliness,"""The Big Book of Clean"" by Lisa Campbell Ernst","""Cleanin' Out My Closet"" by Eminem",
82,Social issues,cleanliness,"""Dirt Is Good: The Advantage of Germs for Your Child's Developing Immune System"" by Jack Gilbert and Rob Knight","""Just Like Heaven"" by The Watson Twins",
83,Social issues,cleanliness,,"""My Clean"" by C. Young",
84,Social issues,feeling grief on roommate leaving,"""The Interestings"" by Meg Wolitzer","""Someone Like You"" by Adele","""Frances Ha"" (2012)"
85,Social issues,feeling grief on roommate leaving,"""Roomies"" by Sara Zarr and Tara Altebrando","I Will Always Love You"" by Whitney Houston (originally by Dolly Parton) -","""Single White Female"" (1992)"
86,Social issues,feeling grief on roommate leaving,,"""Nothing Compares 2 U"" by Sinéad O'Connor",
0,Parenting Issues,Empty Nest Syndrome,"""The Empty Nest: 31 Parents Tell the Truth About Relationships, Love, and Freedom After the Kids Fly the Coop"" by Karen Stabiner","""The Living Years"" by Mike + The Mechanics","""Terms of Endearment"" (1983)"
1,Parenting Issues,Empty Nest Syndrome,"""Blue Nights"" by Joan Didion","""Never Grow Up"" by Taylor Swift","""Postcards from the Edge"" (1990)"
2,Parenting Issues,Empty Nest Syndrome,"""And Now You Can Go"" by Vendela Vida","""You're Gonna Miss This"" by Trace Adkins","""The Kids Are All Right"" (2010)"
3,Parenting Issues,Newborn Concerns,"""What to Expect When You're Expecting"" by Heidi Murkoff","""Isn't She Lovely"" by Stevie Wonder","""Three Men and a Baby"" (1987"
4,Parenting Issues,Newborn Concerns,"""The Happiest Baby on the Block"" by Harvey Karp","""Lullabye (Goodnight, My Angel)"" by Billy Joel","""Baby Boom"" (1987) -"
5,Parenting Issues,Newborn Concerns,"""Go the Fk to Sleep"" by Adam Mansbach**","""Forever Young"" by Rod Stewart",
6,Parenting Issues,Newborn Concerns,"""Operating Instructions: A Journal of My Son's First Year"" by Anne Lamott",,
7,Parenting Issues,Need for Child's support,"""The Glass Castle"" by Jeannette Walls","""Wind Beneath My Wings"" by Bette Midler","""I Am Sam"" (2001) -"
8,Parenting Issues,Need for Child's support,"""A Child Called 'It'"" by Dave Pelzer","""Lean On Me"" by Bill Withers -","""Lorenzo's Oil"" (1992)"
9,Parenting Issues,Need for Child's support,"""The Memory Keeper's Daughter"" by Kim Edwards","""You Raise Me Up"" by Josh Groban","""My Sister's Keeper"" (2009)"
10,Parenting Issues,Need for Child's support,"""Tuesdays with Morrie"" by Mitch Albom",,
11,Parenting Issues,Upbringing of the child,"""To Kill a Mockingbird"" by Harper Lee","""Cat's in the Cradle"" by Harry Chapin","""Parenthood"" (1989)"
12,Parenting Issues,Upbringing of the child,"""Little Women"" by Louisa May Alcott -","""Forever Young"" by Rod Stewart","""Boyhood"" (2014)"
13,Parenting Issues,Upbringing of the child,"""Parenting from the Inside Out: How a Deeper Self-Understanding Can Help You Raise Children Who Thrive"" by Daniel J. Siegel and Mary Hartzell -","""In My Daughter's Eyes"" by Martina McBride -","""The Pursuit of Happyness"" (2006)"
14,Parenting Issues,Upbringing of the child,"""The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind"" by Daniel J. Siegel and Tina Payne Bryson",,
15,Parenting Issues,Aggressive Child,"""The Explosive Child: A New Approach for Understanding and Parenting Easily Frustrated, Chronically Inflexible Children"" by Ross W. Greene","""Jeremy"" by Pearl Jam","""We Need to Talk About Kevin"" (2011)"
16,Parenting Issues,Aggressive Child,"""Parenting the Strong-Willed Child: The Clinically Proven Five-Week Program for Parents of Two- to Six-Year-Olds"" by Rex Forehand and Nicholas Long","""Pumped Up Kicks"" by Foster the People","""A Child's Cry for Help"" (1994)"
17,Parenting Issues,Aggressive Child,"""The Out-of-Sync Child: Recognizing and Coping with Sensory Processing Disorder"" by Carol Stock Kranowitz",,"""The Sixth Sense"" (1999)"
18,Parenting Issues,Child and Relationships,"""To Kill a Mockingbird"" by Harper Lee","""Teach Your Children"" by Crosby, Stills, Nash & Young","""The Pursuit of Happyness"" (2006)"
19,Parenting Issues,Child and Relationships,"""Bridge to Terabithia"" by Katherine Paterson","""Isn't She Lovely"" by Stevie Wonder","""Kramer vs. Kramer"" (1979)"
20,Parenting Issues,Child and Relationships,"The Secret Garden"" by Frances Hodgson Burnett","""Daughter"" by Pearl Jam","""Matilda"" (1996"
21,Parenting Issues,Child and Relationships,"""Wonder"" by R.J. Palacio",,
22,Parenting Issues,Child and Career,"""Out of My Mind"" by Sharon M. Draper","""True Colors"" by Cyndi Lauper","""Mask"" (1985) -"
23,Parenting Issues,Child and Career,"""Fish in a Tree"" by Lynda Mullaly Hunt","""Beautiful"" by Christina Aguilera -","""Radio"" (2003)"
24,Parenting Issues,Child and Career,"""Mockingbird"" by Kathryn Erskine",,
25,Parenting Issues,Distance from the Child,"""The Road"" by Cormac McCarthy","""Cat's in the Cradle"" by Harry Chapin -","""Lion"" (2016)"
26,Parenting Issues,Distance from the Child,"""The Glass Castle"" by Jeannette Walls","""The Living Years"" by Mike + The Mechanics -","""Finding Nemo"" (2003)"
27,Parenting Issues,Distance from the Child,"""The Great Gatsby"" by F. Scott Fitzgerald -",,"""Taken"" (2008)"
28,Parenting Issues,Children and Puberty,,"""Like a Rolling Stone"" by Bob Dylan","""Stand by Me"" (1986)"
29,Parenting Issues,Children and Puberty,,"""The Diary of a Young Girl"" by Anne Frank -","""Eighth Grade"" (2018)"
30,Parenting Issues,Children and Puberty,,"""The Absolutely True Diary of a Part-Time Indian"" by Sherman Alexie -",
31,Parenting Issues,Single Parent,"""Where the Wild Moms Are"" by Katie Blackburn","""Superwoman"" by Alicia Keys","""Mrs. Doubtfire"" (1993)"
32,Parenting Issues,Single Parent,"""The Single Mother's Book: A Practical Guide to Managing Your Children, Career, Home, Finances, and Everything Else"" by Joan Anderson and Raeleen D'Agostino Mautner","""Fast Car"" by Tracy Chapman","""Juno"" (2007)"
33,Parenting Issues,Single Parent,"""Operating Instructions: A Journal of My Son's First Year"" by Anne Lamott",,"""Erin Brockovich"" (2000)"
34,Parenting Issues,Early Life Parenting,"""The Happiest Baby on the Block"" by Harvey Karp","""Isn't She Lovely"" by Stevie Wonder","""Three Men and a Baby"" (1987)"
35,Parenting Issues,Early Life Parenting,"""The Wonder Weeks: How to Stimulate Your Baby's Mental Development and Help Him Turn His 10 Predictable, Great, Fussy Phases into Magical Leaps Forward"" by Hetty van de Rijt and Frans Plooij","""The Happiest Baby on the Block"" by Harvey Karp","""Baby Boom"" (1987)"
36,Parenting Issues,Early Life Parenting,"""The Baby Book: Everything You Need to Know About Your Baby from Birth to Age Two"" by William Sears and Martha Sears",,"""Away We Go"" (2009)"
